Jerky_ID,Time,Temp,Humidity,Weight,fitted_weights
"2,2",0,20.9,28.6,1.0,1.0092367821371873
"2,2",0,20.8,26.9,0.9906542056074766,1.0034337512567668
"2,2",1,20.6,27.2,0.9813084112149533,0.9976997705062884
"2,2",2,20.5,27.6,0.9813084112149533,0.9920340182598562
"2,2",3,20.5,27.7,0.9719626168224299,0.9864356826680817
"2,2",4,20.4,27.8,0.9719626168224299,0.980903961541754
"2,2",5,20.5,27.7,0.9626168224299065,0.9754380622368928
"2,2",6,20.4,27.7,0.9626168224299065,0.9700372015411698
"2,2",7,20.3,27.8,0.9626168224299065,0.9647006055616827
"2,2",8,20.3,27.7,0.9532710280373832,0.9594275096140623
"2,2",9,20.4,27.5,0.9532710280373832,0.9542171581129015
"2,2",10,20.2,27.4,0.9439252336448598,0.9490688044634858
"2,2",11,20.1,27.4,0.9439252336448598,0.9439817109548148
"2,2",12,20.1,27.5,0.9439252336448598,0.9389551486538932
"2,2",13,20.1,27.2,0.9345794392523364,0.9339883973012832
"2,2",14,20.0,27.2,0.9345794392523364,0.9290807452078973
"2,2",15,20.0,27.2,0.9252336448598131,0.9242314891530196
"2,2",16,19.9,27.0,0.9252336448598131,0.9194399342835415
"2,2",17,19.9,26.9,0.9252336448598131,0.9147053940143952
"2,2",18,19.8,26.7,0.9158878504672897,0.9100271899301731
"2,2",19,20.1,26.2,0.9158878504672897,0.9054046516879164
"2,2",20,19.9,26.5,0.9158878504672897,0.9008371169210618
"2,2",21,19.7,26.6,0.9065420560747663,0.8963239311445304
"2,2",22,19.9,26.1,0.9065420560747663,0.8918644476609461
"2,2",23,19.5,26.5,0.897196261682243,0.8874580274679699
"2,2",24,19.5,26.5,0.897196261682243,0.8831040391667365
"2,2",25,19.5,26.6,0.897196261682243,0.8788018588713817
"2,2",26,19.4,26.6,0.8878504672897196,0.874550870119644
"2,2",27,19.8,27.3,0.8785046728971962,0.8703504637845328
"2,2",28,19.9,27.3,0.8785046728971962,0.8662000379870449
"2,2",29,20.1,27.3,0.8691588785046729,0.8620989980099214
"2,2",30,20.3,26.7,0.8691588785046729,0.8580467562124309
"2,2",31,19.8,27.1,0.8598130841121495,0.8540427319461645
"2,2",32,19.7,27.4,0.8598130841121495,0.8500863514718362
"2,2",33,19.7,27.6,0.8598130841121495,0.8461770478770698
"2,2",34,20.0,27.2,0.8504672897196262,0.8423142609951665
"2,2",35,20.2,27.5,0.8504672897196262,0.8384974373248382
"2,2",36,20.4,27.4,0.8411214953271028,0.8347260299508958
"2,2",37,20.6,27.5,0.8317757009345794,0.8309994984658813
"2,2",38,21.0,27.0,0.8317757009345794,0.8273173088926322
"2,2",39,20.8,27.3,0.822429906542056,0.8236789336077686
"2,2",40,20.9,27.3,0.822429906542056,0.8200838512660882
"2,2",41,21.0,27.6,0.8130841121495327,0.8165315467258635
"2,2",42,21.5,27.2,0.8037383177570093,0.8130215109750268
"2,2",43,21.2,27.3,0.8037383177570093,0.8095532410582327
"2,2",44,21.0,27.6,0.8037383177570093,0.8061262400047899
"2,2",45,21.0,27.8,0.794392523364486,0.8027400167574501
"2,2",46,21.3,27.5,0.794392523364486,0.7993940861020435
"2,2",47,21.0,28.0,0.794392523364486,0.7960879685979527
"2,2",48,20.9,28.0,0.7850467289719626,0.7928211905094131
"2,2",49,21.1,27.8,0.7850467289719626,0.7895932837376306
"2,2",50,21.2,28.0,0.7850467289719626,0.7864037857537083
"2,2",51,21.0,28.1,0.7757009345794392,0.7832522395323696
"2,2",52,21.0,28.1,0.7757009345794392,0.7801381934864711
"2,2",53,21.0,28.1,0.7757009345794392,0.7770612014022946
"2,2",54,20.9,28.0,0.7663551401869159,0.7740208223756083
"2,2",55,20.9,28.0,0.7663551401869159,0.7710166207484899
"2,2",56,21.0,28.1,0.7663551401869159,0.7680481660469002
"2,2",57,20.9,27.8,0.7570093457943925,0.7651150329190011
"2,2",58,20.9,27.8,0.7570093457943925,0.7622168010742059
"2,2",59,20.8,28.0,0.7570093457943925,0.7593530552229558
"2,2",60,20.6,27.8,0.7570093457943925,0.7565233850172131
"2,2",61,20.5,27.8,0.7476635514018691,0.7537273849916617
"2,2",62,20.6,27.9,0.7476635514018691,0.7509646545056078
"2,2",63,20.5,27.5,0.7476635514018691,0.7482347976855721
"2,2",64,20.4,27.6,0.7383177570093458,0.7455374233685647
"2,2",65,20.3,27.8,0.7476635514018691,0.7428721450460347
"2,2",66,20.2,27.5,0.7383177570093458,0.7402385808084881
"2,2",67,20.1,27.4,0.7383177570093458,0.7376363532907626
"2,2",68,20.0,27.6,0.7383177570093458,0.7350650896179552
"2,2",69,20.0,27.3,0.7383177570093458,0.7325244213519932
"2,2",70,20.0,27.5,0.7289719626168224,0.7300139844388396
"2,2",71,20.0,27.4,0.7289719626168224,0.7275334191563279
"2,2",72,19.9,27.5,0.7289719626168224,0.7250823700626176
"2,2",73,19.9,27.7,0.7289719626168224,0.7226604859452621
"2,2",74,19.9,27.5,0.719626168224299,0.7202674197708842
"2,2",75,20.0,27.5,0.719626168224299,0.7179028286354479
"2,2",76,20.0,27.7,0.719626168224299,0.715566373715125
"2,2",77,20.0,27.7,0.719626168224299,0.7132577202177441
"2,2",78,19.9,27.9,0.7102803738317757,0.7109765373348178
"2,2",79,20.0,28.0,0.7102803738317757,0.7087224981941417
"2,2",80,19.9,28.3,0.7102803738317757,0.7064952798129556
"2,2",81,19.9,28.5,0.7102803738317757,0.7042945630516643
"2,2",82,19.9,28.7,0.7009345794392523,0.7021200325681066
"2,2",83,20.2,28.5,0.7009345794392523,0.699971376772371
"2,2",84,20.0,28.9,0.7009345794392523,0.6978482877821467
"2,2",85,20.1,28.9,0.6915887850467289,0.6957504613786075
"2,2",86,20.3,28.8,0.6915887850467289,0.6936775969628199
"2,2",87,20.7,28.1,0.6915887850467289,0.6916293975126706
"2,2",88,20.3,28.7,0.6822429906542056,0.6896055695403047
"2,2",89,20.4,28.6,0.6822429906542056,0.6876058230500732
"2,2",90,20.4,28.5,0.6822429906542056,0.6856298714969782
"2,2",91,20.7,28.0,0.6728971962616822,0.6836774317456144
"2,2",92,20.5,28.4,0.6728971962616822,0.6817482240295978
"2,2",93,21.0,28.4,0.6728971962616822,0.6798419719114784
"2,2",94,21.0,27.9,0.6728971962616822,0.6779584022431289
"2,2",95,20.8,27.8,0.6635514018691588,0.6760972451266052
"2,2",96,20.6,27.8,0.6635514018691588,0.6742582338754726
"2,2",97,20.6,27.8,0.6635514018691588,0.6724411049765919
"2,2",98,20.7,27.6,0.6635514018691588,0.6706455980523613
"2,2",99,20.5,27.6,0.6542056074766355,0.6688714558234053
"2,2",100,20.5,27.5,0.6542056074766355,0.6671184240717101
"2,2",101,20.5,27.3,0.6542056074766355,0.6653862516041961
"2,2",102,20.4,27.2,0.6542056074766355,0.6636746902167241
"2,2",103,20.4,27.2,0.6542056074766355,0.6619834946585308
"2,2",104,20.3,27.1,0.6542056074766355,0.6603124225970852
"2,2",105,20.2,27.1,0.6542056074766355,0.6586612345833663
"2,2",106,20.1,27.1,0.6542056074766355,0.657029694017551
"2,2",107,20.0,27.0,0.6448598130841121,0.6554175671151119
"2,2",108,20.4,26.4,0.6448598130841121,0.6538246228733187
"2,2",109,19.9,26.7,0.6448598130841121,0.6522506330381369
"2,2",110,19.8,26.6,0.6448598130841121,0.6506953720715215
"2,2",111,19.6,26.4,0.6448598130841121,0.6491586171190996
"2,2",112,19.6,26.2,0.6448598130841121,0.6476401479782372
"2,2",113,19.4,26.4,0.6448598130841121,0.6461397470664865
"2,2",114,19.3,26.2,0.6448598130841121,0.6446571993904079
"2,2",115,19.3,26.1,0.6448598130841121,0.6431922925147642
"2,2",116,19.4,26.0,0.6448598130841121,0.6417448165320796
"2,2",117,19.3,26.1,0.6448598130841121,0.640314564032563
"2,2",118,19.3,26.0,0.6448598130841121,0.6389013300743874
"2,2",119,19.2,26.0,0.6448598130841121,0.6375049121543238
"2,2",120,19.5,25.6,0.6355140186915887,0.6361251101787244
"2,2",121,19.2,25.8,0.6355140186915887,0.6347617264348513
"2,2",122,19.1,25.9,0.6355140186915887,0.6334145655625457
"2,2",123,19.0,26.3,0.6355140186915887,0.6320834345262347
"2,2",124,19.5,25.6,0.6355140186915887,0.6307681425872715
"2,2",125,19.0,26.2,0.6355140186915887,0.6294685012766038
"2,2",126,18.9,26.3,0.6355140186915887,0.6281843243677683
"2,2",127,19.0,26.3,0.6355140186915887,0.6269154278502059
"2,2",128,18.9,26.2,0.6261682242990654,0.6256616299028953
"2,2",129,19.0,26.1,0.6261682242990654,0.6244227508682988
"2,2",130,19.0,26.2,0.6261682242990654,0.6231986132266198
"2,2",131,19.1,25.8,0.6261682242990654,0.6219890415703659
"2,2",132,19.1,26.1,0.6261682242990654,0.620793862579214
"2,2",133,19.0,25.9,0.6261682242990654,0.6196129049951754
"2,2",134,19.0,25.8,0.616822429906542,0.6184459995980569
"2,2",135,19.0,25.7,0.616822429906542,0.6172929791812117
"2,2",136,19.0,26.0,0.616822429906542,0.6161536785275816
"2,2",137,19.0,26.0,0.616822429906542,0.6150279343860221
"2,2",138,19.0,26.2,0.616822429906542,0.6139155854479101
"2,2",139,19.0,26.3,0.616822429906542,0.6128164723240304
"2,2",140,18.9,26.4,0.616822429906542,0.6117304375217362
"2,2",141,19.0,26.3,0.6074766355140186,0.6106573254223819
"2,2",142,18.8,26.6,0.6074766355140186,0.6095969822590251
"2,2",143,18.9,26.7,0.6074766355140186,0.6085492560943921
"2,2",144,18.9,26.6,0.6074766355140186,0.6075139967991077
"2,2",145,19.1,26.3,0.6074766355140186,0.6064910560301823
"2,2",146,19.2,26.3,0.6074766355140186,0.6054802872097563
"2,2",147,19.2,26.2,0.6074766355140186,0.6044815455040966
"2,2",148,19.0,26.5,0.6074766355140186,0.6034946878028435
"2,2",149,19.2,26.2,0.6074766355140186,0.602519572698504
"2,2",150,18.9,26.6,0.6074766355140186,0.6015560604661895
"2,2",151,18.9,26.5,0.6074766355140186,0.6006040130435948
"2,2",152,19.0,26.4,0.5981308411214953,0.5996632940112147
"2,2",153,19.0,26.3,0.5981308411214953,0.5987337685727966
"2,2",154,18.9,26.5,0.5981308411214953,0.5978153035360254
"2,2",155,18.8,26.4,0.5981308411214953,0.5969077672934384
"2,2",156,18.8,26.2,0.5981308411214953,0.5960110298035668
"2,2",157,18.7,26.3,0.5981308411214953,0.5951249625723023
"2,2",158,18.7,26.1,0.5981308411214953,0.5942494386344851
"2,2",159,18.6,26.2,0.5981308411214953,0.5933843325357109
"2,2",160,18.7,25.8,0.5981308411214953,0.5925295203143544
"2,2",161,18.5,25.8,0.5981308411214953,0.5916848794838065
"2,2",162,18.5,25.8,0.5981308411214953,0.5908502890149242
"2,2",163,18.8,25.5,0.5981308411214953,0.5900256293186867
"2,2",164,18.5,25.7,0.5981308411214953,0.5892107822290605
"2,2",165,18.6,25.8,0.5981308411214953,0.5884056309860671
"2,2",166,18.6,25.5,0.5887850467289719,0.5876100602190519
"2,2",167,18.5,25.8,0.5887850467289719,0.5868239559301536
"2,2",168,18.6,25.5,0.5887850467289719,0.5860472054779684
"2,2",169,18.6,25.6,0.5887850467289719,0.5852796975614099
"2,2",170,18.8,25.3,0.5887850467289719,0.5845213222037611
"2,2",171,18.5,25.9,0.5887850467289719,0.583771970736915
"2,2",172,18.5,26.0,0.5887850467289719,0.5830315357858042
"2,2",173,18.6,26.0,0.5887850467289719,0.5822999112530148
"2,2",174,18.9,25.8,0.5887850467289719,0.5815769923035832
"2,2",175,18.6,26.3,0.5887850467289719,0.5808626753499749
"2,2",176,18.7,26.3,0.5794392523364486,0.5801568580372409
"2,2",177,18.7,26.7,0.5794392523364486,0.5794594392283515
"2,2",178,18.8,26.7,0.5794392523364486,0.5787703189897042
"2,2",179,18.9,26.6,0.5794392523364486,0.5780893985768039
"2,2",180,18.9,26.6,0.5794392523364486,0.577416580420114
"2,2",181,19.0,26.6,0.5700934579439252,0.576751768111076
"2,2",182,19.0,26.7,0.5700934579439252,0.5760948663882939
"2,2",183,19.6,26.0,0.5700934579439252,0.5754457811238853
"2,2",184,19.3,26.5,0.5700934579439252,0.5748044193099933
"2,2",185,19.3,26.5,0.5700934579439252,0.5741706890454591
"2,2",186,19.3,26.6,0.5700934579439252,0.5735444995226539
