Jerky_ID,Time,Temp,Humidity,Weight,fitted_weights
"14,5",0,22.3,37.0,1.0,1.0043756894270923
"14,5",0,22.5,35.9,0.9982817869415808,1.0013698390079426
"14,5",1,22.7,35.4,0.9965635738831615,0.9983776918519331
"14,5",2,22.5,36.5,0.9948453608247423,0.9953991854877515
"14,5",3,22.4,36.7,0.9914089347079038,0.9924342577288834
"14,5",4,22.7,36.2,0.9896907216494846,0.9894828466723142
"14,5",5,22.5,36.6,0.9862542955326461,0.9865448906972374
"14,5",6,22.4,37.0,0.9828178694158075,0.9836203284637666
"14,5",7,22.3,37.0,0.979381443298969,0.9807090989116563
"14,5",8,22.2,37.3,0.9759450171821306,0.9778111412590254
"14,5",9,22.2,37.3,0.9742268041237113,0.9749263950010902
"14,5",10,22.2,37.3,0.9707903780068728,0.9720547999088995
"14,5",11,22.1,37.4,0.9673539518900344,0.9691962960280776
"14,5",12,22.7,36.4,0.9656357388316151,0.9663508236775729
"14,5",13,22.0,37.6,0.9621993127147767,0.9635183234484115
"14,5",14,22.0,37.6,0.9587628865979382,0.960698736202457
"14,5",15,21.9,37.8,0.9570446735395189,0.9578920030711757
"14,5",16,21.9,37.7,0.9536082474226805,0.9550980654544075
"14,5",17,22.0,37.6,0.9501718213058419,0.9523168650191423
"14,5",18,22.0,37.4,0.9484536082474226,0.9495483436983025
"14,5",19,21.8,37.7,0.9467353951890034,0.9467924436895303
"14,5",20,21.7,38.1,0.9432989690721649,0.9440491074539812
"14,5",21,21.8,37.6,0.9398625429553265,0.9413182777151219
"14,5",22,21.8,37.7,0.9381443298969072,0.9385998974575356
"14,5",23,21.9,37.6,0.9347079037800687,0.9358939099257308
"14,5",24,22.0,37.5,0.9329896907216495,0.9332002586229569
"14,5",25,22.0,37.7,0.929553264604811,0.9305188873100234
"14,5",26,22.0,38.0,0.9261168384879725,0.9278497400041277
"14,5",27,22.0,38.0,0.9243986254295533,0.9251927609776844
"14,5",28,22.0,38.2,0.9226804123711341,0.922547894757163
"14,5",29,22.6,36.8,0.9192439862542955,0.9199150861219292
"14,5",30,22.0,38.3,0.9175257731958762,0.9172942801030917
"14,5",31,22.0,38.3,0.9140893470790378,0.9146854219823555
"14,5",32,22.3,37.8,0.9123711340206185,0.9120884572908785
"14,5",33,22.0,38.4,0.9089347079037801,0.9095033318081349
"14,5",34,22.0,38.4,0.9072164948453608,0.9069299915607825
"14,5",35,22.0,38.5,0.9037800687285223,0.9043683828215361
"14,5",36,22.1,38.3,0.9020618556701031,0.9018184521080468
"14,5",37,22.0,38.6,0.9003436426116839,0.8992801461817836
"14,5",38,22.0,38.9,0.8969072164948454,0.8967534120469229
"14,5",39,22.0,39.0,0.8951890034364262,0.8942381969492423
"14,5",40,22.0,39.3,0.8934707903780069,0.891734448375018
"14,5",41,22.2,38.8,0.8900343642611683,0.8892421140499298
