7C:DF:A1:E0:91:AC,1720483202,2024-07-09T00:00:02Z,26.9,C,44.4,%,99102,hPa,id,1,2,g,id,2,-7,g,id,3,-1,g,id,4,11,g,id,5,-2,g
7C:DF:A1:E0:91:AC,1720485000,2024-07-09T00:30:00Z,26.6,C,44.9,%,99109,hPa,id,1,2,g,id,2,-7,g,id,3,-1,g,id,4,10,g,id,5,-2,g
7C:DF:A1:E0:91:AC,1720486800,2024-07-09T01:00:00Z,26.5,C,44.8,%,99102,hPa,id,1,2,g,id,2,-6,g,id,3,-1,g,id,4,10,g,id,5,-2,g
7C:DF:A1:E0:91:AC,1720488600,2024-07-09T01:30:00Z,26.4,C,44.9,%,99078,hPa,id,1,2,g,id,2,-6,g,id,3,-1,g,id,4,10,g,id,5,-2,g
7C:DF:A1:E0:91:AC,1720490400,2024-07-09T02:00:00Z,26.4,C,44.5,%,99057,hPa,id,1,2,g,id,2,-6,g,id,3,-1,g,id,4,10,g,id,5,-2,g
7C:DF:A1:E0:91:AC,1720492200,2024-07-09T02:30:00Z,26.2,C,44.9,%,99045,hPa,id,1,2,g,id,2,-6,g,id,3,-1,g,id,4,9,g,id,5,-2,g
7C:DF:A1:E0:91:AC,1720494000,2024-07-09T03:00:00Z,26.1,C,44.9,%,99037,hPa,id,1,2,g,id,2,-6,g,id,3,-1,g,id,4,9,g,id,5,-2,g
7C:DF:A1:E0:91:AC,1720495800,2024-07-09T03:30:00Z,26.0,C,45.0,%,99014,hPa,id,1,2,g,id,2,-6,g,id,3,-2,g,id,4,9,g,id,5,-2,g
7C:DF:A1:E0:91:AC,1720497600,2024-07-09T04:00:00Z,26.4,C,43.7,%,99008,hPa,id,1,2,g,id,2,-6,g,id,3,-1,g,id,4,9,g,id,5,-1,g
7C:DF:A1:E0:91:AC,1720499400,2024-07-09T04:30:00Z,25.9,C,44.6,%,98985,hPa,id,1,2,g,id,2,-6,g,id,3,-1,g,id,4,9,g,id,5,-2,g
7C:DF:A1:E0:91:AC,1720501200,2024-07-09T05:00:00Z,25.9,C,44.4,%,98968,hPa,id,1,2,g,id,2,-6,g,id,3,-1,g,id,4,9,g,id,5,-2,g
7C:DF:A1:E0:91:AC,1720503000,2024-07-09T05:30:00Z,25.7,C,44.4,%,98954,hPa,id,1,2,g,id,2,-5,g,id,3,-1,g,id,4,9,g,id,5,-1,g
7C:DF:A1:E0:91:AC,1720504800,2024-07-09T06:00:00Z,25.6,C,44.3,%,98939,hPa,id,1,1,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-1,g
7C:DF:A1:E0:91:AC,1720506600,2024-07-09T06:30:00Z,25.6,C,44.2,%,98920,hPa,id,1,2,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-1,g
7C:DF:A1:E0:91:AC,1720508400,2024-07-09T07:00:00Z,25.5,C,44.2,%,98917,hPa,id,1,2,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-2,g
7C:DF:A1:E0:91:AC,1720510200,2024-07-09T07:30:00Z,25.5,C,44.3,%,98914,hPa,id,1,1,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-1,g
7C:DF:A1:E0:91:AC,1720512000,2024-07-09T08:00:00Z,25.4,C,44.3,%,98901,hPa,id,1,1,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-1,g
7C:DF:A1:E0:91:AC,1720513800,2024-07-09T08:30:00Z,25.4,C,44.6,%,98882,hPa,id,1,2,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-1,g
7C:DF:A1:E0:91:AC,1720515600,2024-07-09T09:00:00Z,25.4,C,45.0,%,98879,hPa,id,1,1,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-1,g
7C:DF:A1:E0:91:AC,1720517400,2024-07-09T09:30:00Z,25.5,C,45.4,%,98852,hPa,id,1,1,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-1,g
7C:DF:A1:E0:91:AC,1720519200,2024-07-09T10:00:00Z,25.4,C,45.6,%,98835,hPa,id,1,1,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-2,g
7C:DF:A1:E0:91:AC,1720521000,2024-07-09T10:30:00Z,25.6,C,45.6,%,98796,hPa,id,1,1,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-1,g
7C:DF:A1:E0:91:AC,1720522800,2024-07-09T11:00:00Z,25.5,C,45.9,%,98762,hPa,id,1,1,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-2,g
7C:DF:A1:E0:91:AC,1720524600,2024-07-09T11:30:00Z,25.7,C,45.6,%,98745,hPa,id,1,1,g,id,2,-6,g,id,3,-1,g,id,4,8,g,id,5,-1,g
7C:DF:A1:E0:91:AC,1720526400,2024-07-09T12:00:00Z,25.5,C,45.3,%,98722,hPa,id,1,1,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-1,g
7C:DF:A1:E0:91:AC,1720528200,2024-07-09T12:30:00Z,25.5,C,44.8,%,98708,hPa,id,1,1,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-1,g
7C:DF:A1:E0:91:AC,1720530000,2024-07-09T13:00:00Z,25.6,C,45.7,%,98655,hPa,id,1,1,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-1,g
7C:DF:A1:E0:91:AC,1720531800,2024-07-09T13:30:00Z,25.7,C,46.0,%,98638,hPa,id,1,1,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-2,g
7C:DF:A1:E0:91:AC,1720533600,2024-07-09T14:00:00Z,25.7,C,45.9,%,98620,hPa,id,1,1,g,id,2,-5,g,id,3,-1,g,id,4,8,g,id,5,-1,g
