Jerky_ID,Unix_time_Stamp,Date,Temp,Humidity,Weight_1
"6,1",1686409932,2023-06-10 15:12:12,23.5,39.8,552
"6,1",1686411000,2023-06-10 15:30:00,23.5,39.5,549
"6,1",1686412800,2023-06-10 16:00:00,23.4,43.9,547
"6,1",1686414600,2023-06-10 16:30:00,23.3,36.5,545
"6,1",1686416400,2023-06-10 17:00:00,23.3,36.6,543
"6,1",1686418200,2023-06-10 17:30:00,23.3,36.6,541
"6,1",1686420000,2023-06-10 18:00:00,23.5,36.3,540
"6,1",1686421800,2023-06-10 18:30:00,23.5,36.3,538
"6,1",1686423600,2023-06-10 19:00:00,23.3,36.6,536
"6,1",1686425400,2023-06-10 19:30:00,23.4,36.6,535
"6,1",1686427200,2023-06-10 20:00:00,23.4,36.5,533
"6,1",1686429000,2023-06-10 20:30:00,23.5,36.2,531
"6,1",1686430800,2023-06-10 21:00:00,23.5,36.5,530
"6,1",1686432600,2023-06-10 21:30:00,23.4,36.6,528
"6,1",1686434400,2023-06-10 22:00:00,23.4,36.6,527
"6,1",1686436200,2023-06-10 22:30:00,23.4,36.4,525
"6,1",1686438000,2023-06-10 23:00:00,23.4,36.5,523
"6,1",1686439800,2023-06-10 23:30:00,23.4,36.5,522
"6,1",1686441602,2023-06-11 00:00:02,23.4,36.4,520
"6,1",1686443400,2023-06-11 00:30:00,23.4,36.4,519
"6,1",1686445200,2023-06-11 01:00:00,23.4,36.3,517
"6,1",1686447000,2023-06-11 01:30:00,23.3,36.6,515
"6,1",1686448800,2023-06-11 02:00:00,23.2,36.4,514
"6,1",1686450600,2023-06-11 02:30:00,23.2,36.5,512
"6,1",1686452400,2023-06-11 03:00:00,23.2,36.3,511
"6,1",1686454200,2023-06-11 03:30:00,23.1,36.4,509
"6,1",1686456000,2023-06-11 04:00:00,23.0,36.2,508
"6,1",1686457800,2023-06-11 04:30:00,23.0,36.1,507
"6,1",1686459600,2023-06-11 05:00:00,23.2,35.6,505
"6,1",1686461400,2023-06-11 05:30:00,23.0,35.7,504
"6,1",1686463200,2023-06-11 06:00:00,22.9,36.0,502
"6,1",1686465000,2023-06-11 06:30:00,22.9,35.7,501
"6,1",1686466800,2023-06-11 07:00:00,22.9,35.8,499
"6,1",1686468600,2023-06-11 07:30:00,22.8,35.5,498
"6,1",1686470400,2023-06-11 08:00:00,22.8,35.6,496
"6,1",1686472200,2023-06-11 08:30:00,22.9,35.4,495
"6,1",1686474000,2023-06-11 09:00:00,22.9,35.8,493
"6,1",1686475800,2023-06-11 09:30:00,23.1,35.5,492
"6,1",1686477600,2023-06-11 10:00:00,23.0,36.0,491
"6,1",1686479400,2023-06-11 10:30:00,22.9,36.3,489
"6,1",1686481200,2023-06-11 11:00:00,23.1,36.2,488
"6,1",1686483000,2023-06-11 11:30:00,23.2,36.2,487
"6,1",1686484800,2023-06-11 12:00:00,23.4,35.7,485
"6,1",1686486600,2023-06-11 12:30:00,23.3,35.9,484
"6,1",1686488400,2023-06-11 13:00:00,23.3,35.9,483
"6,1",1686490200,2023-06-11 13:30:00,23.5,35.7,481
"6,1",1686492000,2023-06-11 14:00:00,23.1,36.4,480
"6,1",1686493800,2023-06-11 14:30:00,23.1,36.5,479
"6,1",1686495600,2023-06-11 15:00:00,23.0,36.7,477
"6,1",1686497400,2023-06-11 15:30:00,23.0,36.8,476
"6,1",1686499200,2023-06-11 16:00:00,23.0,37.0,475
"6,1",1686501000,2023-06-11 16:30:00,23.1,37.1,474
"6,1",1686502800,2023-06-11 17:00:00,23.2,37.1,472
"6,1",1686504600,2023-06-11 17:30:00,23.3,36.8,471
"6,1",1686506400,2023-06-11 18:00:00,23.2,37.1,470
"6,1",1686508200,2023-06-11 18:30:00,23.2,37.2,468
"6,1",1686510000,2023-06-11 19:00:00,23.2,37.4,467
"6,1",1686511800,2023-06-11 19:30:00,23.2,37.5,466
"6,1",1686513600,2023-06-11 20:00:00,23.6,36.8,465
"6,1",1686515400,2023-06-11 20:30:00,23.4,37.0,464
"6,1",1686517200,2023-06-11 21:00:00,23.7,36.7,463
"6,1",1686519000,2023-06-11 21:30:00,23.5,37.0,462
"6,1",1686520800,2023-06-11 22:00:00,23.5,37.0,460
"6,1",1686522600,2023-06-11 22:30:00,23.4,37.3,459
"6,1",1686524400,2023-06-11 23:00:00,23.6,36.7,458
"6,1",1686526200,2023-06-11 23:30:00,23.4,37.3,457
"6,1",1686528002,2023-06-12 00:00:02,23.4,37.1,456
"6,1",1686529800,2023-06-12 00:30:00,23.4,37.0,455
"6,1",1686531600,2023-06-12 01:00:00,23.3,37.0,453
"6,1",1686533400,2023-06-12 01:30:00,23.4,37.1,452
"6,1",1686535200,2023-06-12 02:00:00,23.3,36.9,451
"6,1",1686537000,2023-06-12 02:30:00,23.4,36.6,450
"6,1",1686538800,2023-06-12 03:00:00,23.2,36.7,449
"6,1",1686540600,2023-06-12 03:30:00,23.2,36.7,448
"6,1",1686542400,2023-06-12 04:00:00,23.1,36.7,447
"6,1",1686544200,2023-06-12 04:30:00,23.4,36.0,446
"6,1",1686546000,2023-06-12 05:00:00,23.1,36.5,445
"6,1",1686547800,2023-06-12 05:30:00,23.0,36.5,443
"6,1",1686549600,2023-06-12 06:00:00,23.0,36.6,442
"6,1",1686551400,2023-06-12 06:30:00,23.0,36.2,441
"6,1",1686553200,2023-06-12 07:00:00,23.0,36.5,440
"6,1",1686555000,2023-06-12 07:30:00,22.9,36.5,439
"6,1",1686556800,2023-06-12 08:00:00,22.9,36.8,438
"6,1",1686558600,2023-06-12 08:30:00,22.8,36.4,437
"6,1",1686560400,2023-06-12 09:00:00,22.9,36.4,436
"6,1",1686562200,2023-06-12 09:30:00,22.8,36.3,435
"6,1",1686564000,2023-06-12 10:00:00,22.8,36.4,434
"6,1",1686565800,2023-06-12 10:30:00,22.8,36.4,433
"6,1",1686567600,2023-06-12 11:00:00,22.9,36.3,432
"6,1",1686569400,2023-06-12 11:30:00,22.8,36.4,431
"6,1",1686571200,2023-06-12 12:00:00,22.8,37.0,430
"6,1",1686573000,2023-06-12 12:30:00,22.8,37.4,429
"6,1",1686574800,2023-06-12 13:00:00,23.4,36.0,428
"6,1",1686576600,2023-06-12 13:30:00,22.9,36.9,427
"6,1",1686578400,2023-06-12 14:00:00,22.9,36.8,426
"6,1",1686580200,2023-06-12 14:30:00,23.0,36.8,425
"6,1",1686582000,2023-06-12 15:00:00,23.0,36.6,424
"6,1",1686583800,2023-06-12 15:30:00,23.1,36.6,423
"6,1",1686585600,2023-06-12 16:00:00,22.9,36.6,422
"6,1",1686587400,2023-06-12 16:30:00,23.0,36.8,421
"6,1",1686589200,2023-06-12 17:00:00,23.0,36.4,420
"6,1",1686591000,2023-06-12 17:30:00,22.9,37.0,419
"6,1",1686592800,2023-06-12 18:00:00,22.7,37.3,418
"6,1",1686594600,2023-06-12 18:30:00,22.5,37.9,417
"6,1",1686596400,2023-06-12 19:00:00,22.4,37.9,416
"6,1",1686598200,2023-06-12 19:30:00,22.6,38.4,415
"6,1",1686600000,2023-06-12 20:00:00,22.4,38.1,414
"6,1",1686601800,2023-06-12 20:30:00,22.7,38.1,413
"6,1",1686603600,2023-06-12 21:00:00,22.8,37.3,412
"6,1",1686605400,2023-06-12 21:30:00,23.0,36.7,411
"6,1",1686607200,2023-06-12 22:00:00,23.1,37.1,410
"6,1",1686609000,2023-06-12 22:30:00,23.0,36.8,409
"6,1",1686610800,2023-06-12 23:00:00,23.3,36.7,409
"6,1",1686612600,2023-06-12 23:30:00,23.3,36.2,408
"6,1",1686614402,2023-06-13 00:00:02,23.2,36.4,407
"6,1",1686616200,2023-06-13 00:30:00,23.2,36.7,406
"6,1",1686618000,2023-06-13 01:00:00,23.1,36.3,405
"6,1",1686619800,2023-06-13 01:30:00,23.2,36.5,404
"6,1",1686621600,2023-06-13 02:00:00,23.2,35.8,403
"6,1",1686623400,2023-06-13 02:30:00,23.1,36.2,402
"6,1",1686625200,2023-06-13 03:00:00,23.1,36.0,401
"6,1",1686627000,2023-06-13 03:30:00,23.1,35.8,400
"6,1",1686628800,2023-06-13 04:00:00,23.5,35.2,400
"6,1",1686630600,2023-06-13 04:30:00,23.0,35.7,399
"6,1",1686632400,2023-06-13 05:00:00,23.0,36.0,398
"6,1",1686634200,2023-06-13 05:30:00,23.0,35.5,397
"6,1",1686636000,2023-06-13 06:00:00,23.0,35.8,396
"6,1",1686637800,2023-06-13 06:30:00,22.9,35.3,395
"6,1",1686639600,2023-06-13 07:00:00,22.9,35.7,394
"6,1",1686641400,2023-06-13 07:30:00,22.8,35.7,393
"6,1",1686643200,2023-06-13 08:00:00,23.0,36.0,392
"6,1",1686645000,2023-06-13 08:30:00,22.8,35.8,391
"6,1",1686646800,2023-06-13 09:00:00,22.9,36.3,390
"6,1",1686648600,2023-06-13 09:30:00,23.0,36.3,390
"6,1",1686650400,2023-06-13 10:00:00,23.2,35.8,388
"6,1",1686652200,2023-06-13 10:30:00,23.6,34.9,388
"6,1",1686654000,2023-06-13 11:00:00,23.6,34.9,387
"6,1",1686655800,2023-06-13 11:30:00,23.6,34.9,386
"6,1",1686657600,2023-06-13 12:00:00,23.7,34.7,385
"6,1",1686659400,2023-06-13 12:30:00,23.8,34.0,384
"6,1",1686661200,2023-06-13 13:00:00,23.8,34.4,383
"6,1",1686663000,2023-06-13 13:30:00,23.8,34.4,382
"6,1",1686664800,2023-06-13 14:00:00,23.8,34.4,381
"6,1",1686666600,2023-06-13 14:30:00,23.9,34.8,381
"6,1",1686668400,2023-06-13 15:00:00,23.9,34.6,380
"6,1",1686670200,2023-06-13 15:30:00,24.0,35.0,379
"6,1",1686672000,2023-06-13 16:00:00,23.9,34.8,378
"6,1",1686673800,2023-06-13 16:30:00,24.2,34.9,377
"6,1",1686675600,2023-06-13 17:00:00,24.4,34.3,376
"6,1",1686677400,2023-06-13 17:30:00,24.2,34.6,375
"6,1",1686679200,2023-06-13 18:00:00,24.2,34.8,374
"6,1",1686681000,2023-06-13 18:30:00,24.2,34.7,373
"6,1",1686682800,2023-06-13 19:00:00,24.6,34.1,372
"6,1",1686684600,2023-06-13 19:30:00,24.4,34.6,372
"6,1",1686686400,2023-06-13 20:00:00,24.5,34.6,371
"6,1",1686688200,2023-06-13 20:30:00,24.4,34.6,370
"6,1",1686690000,2023-06-13 21:00:00,24.8,34.1,369
"6,1",1686691800,2023-06-13 21:30:00,24.5,34.9,368
"6,1",1686693600,2023-06-13 22:00:00,24.5,35.0,367
"6,1",1686695400,2023-06-13 22:30:00,24.7,34.6,367
"6,1",1686697200,2023-06-13 23:00:00,24.5,35.1,366
"6,1",1686699000,2023-06-13 23:30:00,24.5,35.3,365
"6,1",1686700803,2023-06-14 00:00:03,24.4,35.2,364
"6,1",1686702600,2023-06-14 00:30:00,24.4,35.4,363
"6,1",1686704400,2023-06-14 01:00:00,24.3,35.2,363
"6,1",1686706200,2023-06-14 01:30:00,24.4,35.2,362
"6,1",1686708000,2023-06-14 02:00:00,24.3,35.0,361
"6,1",1686709800,2023-06-14 02:30:00,24.3,35.0,360
"6,1",1686711600,2023-06-14 03:00:00,24.2,35.0,359
"6,1",1686713400,2023-06-14 03:30:00,24.3,34.6,359
"6,1",1686715200,2023-06-14 04:00:00,24.1,34.9,358
"6,1",1686717000,2023-06-14 04:30:00,24.1,34.5,357
"6,1",1686718800,2023-06-14 05:00:00,24.1,34.6,357
"6,1",1686720600,2023-06-14 05:30:00,24.1,33.9,356
"6,1",1686722400,2023-06-14 06:00:00,24.0,34.2,355
"6,1",1686724200,2023-06-14 06:30:00,23.8,34.1,354
"6,1",1686726000,2023-06-14 07:00:00,23.8,34.2,353
"6,1",1686727800,2023-06-14 07:30:00,23.9,33.7,353
"6,1",1686729600,2023-06-14 08:00:00,23.6,34.1,352
"6,1",1686731400,2023-06-14 08:30:00,23.8,34.2,351
"6,1",1686733200,2023-06-14 09:00:00,23.6,34.2,350
"6,1",1686735000,2023-06-14 09:30:00,23.5,34.7,350
"6,1",1686736800,2023-06-14 10:00:00,23.5,34.7,349
"6,1",1686738600,2023-06-14 10:30:00,23.5,35.1,348
"6,1",1686740400,2023-06-14 11:00:00,23.5,34.8,348
"6,1",1686742200,2023-06-14 11:30:00,23.5,35.1,347
"6,1",1686744000,2023-06-14 12:00:00,23.8,34.6,346
"6,1",1686745800,2023-06-14 12:30:00,23.8,34.7,345
"6,1",1686747600,2023-06-14 13:00:00,23.7,34.9,345
